State,Delta,Theta,Alpha,Beta,Gamma
Focused,3903.98,9094.58,13273.40,53680.93,694643.79
Focused,6480.44,12990.16,18341.47,69303.83,737742.21
Focused,10707.99,5091.80,9122.92,29053.21,138061.73
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,91706.62,30673.19,27216.14,29055.74,416284.43
Focused,47414.07,32940.77,13350.06,43136.42,367139.36
Focused,152790.73,119257.85,64679.40,86161.42,358514.32
Focused,89249.25,72662.44,26050.04,50208.38,479603.02
Focused,136864.35,203597.79,61048.67,117574.56,505495.50
Focused,151334.61,171429.78,63328.93,88025.81,559399.34
Focused,20319.72,29435.64,14578.78,16186.55,214924.53
Focused,57038.45,43862.70,23771.59,41133.57,279638.86
Focused,32033.09,38638.97,15494.92,28733.02,243360.09
Focused,33318.96,31010.13,17106.95,76068.44,590586.87
Focused,62033.14,77570.30,58690.32,130102.46,295907.38
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,41781.84,29901.59,14578.01,13884.38,183480.04
Focused,13042.09,14726.39,11652.21,22027.06,184256.78
Focused,12138.09,15297.36,7008.84,19203.56,200160.87
Focused,8017.58,18108.11,7602.66,17322.62,304803.82
Focused,20031.90,12633.12,6770.49,20723.92,311521.55
Focused,26177.89,8058.37,14163.03,15192.55,322263.69
Focused,11115.24,8840.52,7269.43,15094.35,316539.31
Focused,14751.27,11051.53,5940.89,10833.59,334351.94
Focused,11831.48,12328.97,4877.86,11098.54,338194.18
Focused,8844.70,12011.40,4199.58,13421.93,338341.10
Focused,19289.41,15560.05,6824.98,9710.85,340437.16
Focused,18050.30,16091.01,3971.24,10110.11,359493.80
Focused,20727.70,11425.21,4638.52,10427.09,336762.65
Focused,9548.08,7586.79,5998.56,12489.42,329504.67
Focused,12224.76,12175.33,8066.83,13447.11,359885.28
Focused,4436.69,9248.32,5415.77,13614.52,396579.42
Focused,3818.25,14002.20,7026.68,10698.23,376580.03
Focused,8521.47,7806.43,3834.16,10767.17,391712.53
Focused,3019.82,7377.88,3738.15,9875.36,390807.21
Focused,5818.67,9200.22,7898.43,11794.18,409639.57
Focused,4570.17,8423.53,4430.89,9377.44,402797.91
Focused,4714.50,7263.77,2470.31,10922.00,400124.69
Focused,4526.76,10944.88,3853.21,11153.93,402421.07
Focused,9001.67,8505.57,7386.36,11395.40,420446.51
Focused,4999.76,8073.48,5648.87,6608.95,412386.01
Focused,5597.09,6047.22,3863.19,7007.75,405698.84
Focused,9163.82,7467.23,3176.35,5306.27,412785.39
Focused,17110.58,8565.78,4602.85,12214.41,375930.68
Focused,7398.62,14763.67,5736.18,10800.50,428976.20
Focused,9644.42,9615.14,6793.79,9415.57,455776.94
Focused,25070.63,14178.91,5699.09,8782.50,453117.21
Focused,16030.44,8029.98,6553.79,10374.94,461795.60
Focused,11872.43,6071.40,3651.96,9129.62,426367.39
Focused,15194.96,11107.77,2046.74,6863.01,406656.00
Focused,16493.69,9680.94,3569.22,9027.55,413934.96
Focused,12975.93,8199.62,3894.57,8568.39,402319.99
Focused,4487.60,6481.85,5097.91,10982.84,403339.40
Focused,12215.50,8891.81,5821.51,9808.67,394626.49
Focused,10505.34,5783.82,4071.39,11635.37,397864.81
Focused,13462.86,12193.18,9000.37,14620.20,418026.56
Focused,16299.37,33840.28,11595.85,24586.68,463831.08
Focused,12840.77,9500.05,7686.02,17426.82,397615.93
Focused,13415.02,14950.46,9197.85,16151.69,405938.57
Focused,16169.60,10487.25,5293.37,14973.53,408336.46
Focused,15784.00,9180.68,4767.25,11699.95,338940.60
Focused,11704.72,14415.76,9648.87,16196.37,376878.93
Focused,31632.86,22692.20,11667.63,15649.61,400116.38
Focused,25151.14,15785.80,9036.89,19588.94,354496.14
Focused,15198.30,15204.22,2916.25,9762.85,374513.36
Focused,14930.29,11496.48,4515.91,13094.23,350897.89
Focused,10210.36,14146.26,8261.74,9204.14,356267.12
Focused,12660.83,12659.13,4610.51,14803.81,355347.82
Focused,15485.87,14932.53,6999.52,14421.39,345911.50
Focused,9394.51,10293.54,5051.98,11552.13,322804.27
Focused,7807.01,7885.73,6094.39,10265.68,335045.57
Focused,5849.39,10198.45,3843.63,10943.66,349541.70
Focused,11422.10,11288.56,3785.28,8500.40,348824.07
Focused,7140.92,3960.10,4665.36,9599.40,348769.52
Focused,14142.09,11370.32,4539.74,12936.38,331496.22
Focused,70005.76,36012.82,17699.08,8919.87,455735.90
Focused,19656.16,10862.84,2365.22,9615.63,382921.10
Focused,17003.76,13639.60,6546.97,13797.45,333243.99
Focused,11362.32,11254.29,6208.19,10510.40,346367.37
Focused,13061.99,9283.45,3729.07,11358.49,369068.79
Focused,13018.62,14480.13,7704.57,9926.09,357345.21
Focused,5401.59,4549.04,4691.05,8668.25,345951.00
Focused,17209.44,16758.43,15880.10,19699.84,363238.19
Focused,7183.84,6380.82,6459.47,12570.42,351161.07
Focused,10031.08,8860.56,5546.10,11644.85,337870.20
Focused,9006.73,14183.98,4737.94,12612.58,330779.98
Focused,17061.32,13238.11,2448.58,13001.45,311388.76
Focused,6881.54,13754.91,5588.29,8928.23,344380.93
Focused,10920.28,10341.32,3328.70,11009.07,339784.35
Focused,11978.36,10094.09,4354.61,9699.30,359638.94
Focused,8254.10,11768.66,5447.07,7502.24,359135.61
Focused,13314.84,13067.96,2279.19,9976.35,355175.16
Focused,10567.07,14612.05,4954.58,10516.47,348505.29
Focused,11119.74,9222.62,4186.94,11162.40,343156.55
Focused,16860.63,15139.56,6326.48,10570.89,356611.51
Focused,9698.26,11279.25,5370.88,10321.05,349753.99
Focused,25604.63,13494.36,5955.16,14334.95,413800.77
Focused,11986.11,13951.53,5326.25,7027.55,449799.73
Focused,18707.63,14343.08,5024.71,9995.21,454996.72
Focused,12680.71,14058.04,5800.28,10456.76,441667.12
Focused,16699.01,13543.80,4023.57,6332.25,448128.16
Focused,14728.95,18496.91,18561.78,40661.46,444892.52
Focused,15087.30,8434.42,5377.87,14855.51,341616.73
Focused,8145.81,12263.50,3519.39,11582.67,336598.43
Focused,21385.24,12579.61,5852.89,8358.50,368205.82
Focused,20103.46,16446.06,6125.70,8794.46,456010.10
Focused,82093.41,43310.19,33007.83,32818.00,589555.82
Focused,48613.03,21286.87,15740.09,12854.31,535724.83
Focused,14969.28,13547.25,9295.85,21376.20,492877.22
Focused,20524.99,17644.19,6600.61,10040.53,435437.83
Focused,22011.11,21484.07,11471.69,34366.91,479753.99
Focused,12034.59,6863.85,3735.11,9738.13,369453.69
Focused,12328.54,12219.37,3311.69,10213.87,354020.77
Focused,16941.52,18983.86,8090.09,14925.27,281253.28
Focused,14645.65,6149.97,7255.83,15228.75,235395.95
Focused,26717.69,18019.16,6335.83,15862.19,397557.89
Focused,20010.40,13221.86,5699.70,13127.06,360492.23
Focused,13193.94,16843.70,8228.21,12670.89,347743.96
Focused,21381.30,13027.22,8695.50,10796.76,349285.46
Focused,8773.84,6992.50,7772.69,11556.26,325843.38
Focused,17115.11,9828.62,7125.49,11519.11,339634.31
Focused,5674.02,7766.44,7479.01,10429.47,329514.77
Focused,20229.96,10690.20,7479.03,10827.84,349262.92
Focused,16737.88,14725.74,9713.52,14396.11,325528.90
Focused,8641.78,11840.23,6566.17,13308.59,355986.07
Focused,11679.72,13786.12,11890.64,24181.60,347531.30
Focused,10246.83,17811.16,9279.48,20154.57,347111.96
Focused,9774.90,15540.57,10201.95,14736.38,333107.10
Focused,5692.97,7624.67,7666.53,13045.63,339427.64
Focused,8493.89,7293.42,3799.14,11909.26,342860.50
Focused,3209.21,15043.54,5921.61,9698.82,328891.16
Focused,13752.34,16934.07,7008.15,15212.99,334023.74
Focused,8298.65,8587.65,5348.74,16791.89,328693.56
Focused,12527.19,11690.50,5013.94,14414.84,349071.95
Focused,10810.38,12291.12,6650.83,10917.12,329521.19
Focused,13539.30,13014.27,5634.22,10098.32,322477.50
Focused,15144.03,10731.44,5146.60,9517.12,359185.51
Focused,14167.46,17412.59,10970.46,38364.71,400347.89
Focused,14877.68,14069.50,5277.37,45124.16,382606.00
Focused,4558.47,8429.99,10089.35,37789.20,395529.88
Focused,11067.25,7890.31,6524.04,56401.86,393499.77
Focused,5602.85,10538.15,9142.61,33366.71,410601.75
Focused,8042.77,10923.89,5056.87,47114.97,375602.65
Focused,16242.44,11388.18,12944.59,12657.26,350659.81
Focused,6545.17,16315.37,19848.86,12452.14,343784.80
Focused,36785.26,31991.18,31461.21,42384.83,464471.02
Focused,61042.92,113539.83,113365.15,150764.43,358147.72
Focused,41034.50,24448.92,7746.86,11961.70,417378.21
Focused,13907.33,13641.22,7414.23,14486.15,359079.01
Focused,9293.65,14198.82,2993.88,15242.74,361624.18
Focused,6334.00,9890.64,4297.03,11403.49,381738.08
Focused,5251.28,10679.70,7340.99,14089.57,387026.60
Focused,5486.39,9517.60,5808.77,10754.94,379404.39
Focused,10127.90,12449.10,3280.82,14477.24,403440.49
Focused,11210.33,9351.11,3548.18,10252.35,406675.50
Focused,12105.70,11919.26,6260.91,21101.10,403564.67
Focused,5767.96,10084.59,4339.72,12900.70,379562.75
Focused,15610.37,11056.02,4736.19,11659.03,381760.92
Focused,13618.68,7300.99,10494.87,13890.81,372116.57
Focused,14595.01,13230.04,4995.89,19232.20,459246.06
Focused,65205.29,31862.82,14496.74,23361.58,472938.49
Focused,20748.45,18617.46,5572.80,7694.89,446063.26
Focused,21146.85,17213.61,6631.55,6100.62,425150.82
Focused,23007.28,20548.21,5433.81,9170.72,431368.24
Focused,24104.42,14874.55,3781.34,10491.67,425767.42
Focused,18439.72,13593.55,9480.78,38799.13,596563.92
Focused,13275.38,8266.86,3440.92,10496.38,386098.50
Focused,11155.31,17643.59,6010.37,14267.41,445253.92
Focused,11486.72,20357.43,10898.49,20910.05,509044.74
Focused,10576.82,15295.89,4098.64,12349.47,424115.03
Focused,11866.42,11209.37,4628.66,11339.12,419340.56
Focused,12477.36,9480.25,4063.52,6082.49,421916.30
Focused,19423.17,17454.87,4927.76,8528.76,414198.59
Focused,16176.88,19158.81,2628.53,8127.63,412741.44
Focused,12106.23,9732.80,3777.91,9122.09,401651.95
Focused,14842.94,9962.16,4311.42,10963.73,405069.58
Focused,9721.01,9878.42,4265.53,11183.73,420002.41
Focused,13823.43,10691.53,4299.65,12107.21,395471.32
Focused,17480.66,16436.45,7434.45,9143.82,398566.90
Focused,13317.02,6836.55,6345.70,20128.13,365027.19
Focused,10275.77,7227.97,3592.99,9392.11,318413.23
Focused,11143.04,9094.51,6111.42,32434.00,371436.55
Focused,4026.81,5210.54,2088.04,14974.69,362869.93
Focused,10647.60,10684.89,3739.62,10300.90,354544.24
Focused,9054.77,11472.51,3674.52,10804.01,360599.78
Focused,12312.23,10964.33,3567.56,10166.56,345016.24
Focused,13613.06,12799.59,5498.09,9103.80,358319.69
Focused,15579.51,13040.92,6606.23,11487.06,430000.03
Focused,4746.23,6371.26,4581.66,13775.83,332289.60
Focused,9046.50,7007.12,4680.07,13665.24,390738.18
Focused,7388.92,7828.13,5928.22,12565.11,408964.64
Focused,30513.72,17217.85,4572.75,16275.20,309485.53
Focused,14801.37,5248.67,6708.92,12574.59,435968.15
Focused,27677.27,19416.14,8328.00,12881.95,239962.52
Focused,8881.46,15875.19,11510.49,26580.73,428086.80
Focused,13474.36,12452.72,8278.20,9869.57,377614.18
Focused,31826.51,9552.03,10429.52,11762.75,189815.80
Focused,31908.87,24512.93,8760.68,30172.68,366957.68
Focused,13979.19,12151.20,6439.23,12944.10,337944.91
Focused,32644.12,13486.42,20301.22,31909.78,489488.44
Focused,7896.30,10623.35,6067.37,7087.73,412057.08
Focused,13738.97,10266.05,6911.77,15591.08,409344.89
Focused,13058.25,11164.04,5564.98,18258.96,458141.54
Focused,18722.92,10610.37,4972.92,11647.62,361047.35
Focused,14677.55,10844.99,6128.70,20401.14,411439.38
Focused,37422.44,24086.33,17876.18,15886.31,369805.13
Focused,6247.73,9772.32,8646.69,13104.83,374742.35
Focused,10479.56,8358.31,4927.12,10630.93,367759.08
Focused,8601.63,16702.55,16434.99,53460.26,409258.99
Focused,14877.32,18053.34,5913.61,10762.05,351355.96
Focused,10745.89,11715.05,7703.62,16431.95,358283.86
Focused,9764.70,10319.03,6149.53,27752.97,395046.08
Focused,14399.81,23703.24,14216.45,53182.33,405530.55
Focused,4901.07,6408.88,4516.31,5749.96,405304.89
Focused,10531.38,4217.40,4762.24,9477.21,374761.70
Focused,12560.85,7894.50,4372.53,12068.53,390722.91
Focused,24520.97,22995.13,10861.70,13373.99,365019.13
Focused,13313.10,12148.83,8110.02,17404.46,329850.82
Focused,6531.11,7413.59,8112.17,10867.09,409975.39
Focused,10316.46,6117.38,5477.89,12081.87,374500.05
Focused,44134.38,15469.05,11588.36,19338.71,398987.44
Focused,49934.39,35059.27,10207.35,14451.10,262623.15
Focused,31299.93,21818.40,7274.56,29005.33,333559.54
Focused,45614.72,43950.70,11598.00,20144.34,338545.20
Focused,2290.81,3727.91,2449.87,3103.28,32240.22
Focused,7994.12,26560.79,34595.56,28753.89,477337.81
Focused,9339.39,6740.22,1962.89,9499.86,60234.91
Focused,23636.39,38015.11,50705.48,82842.41,499619.02
Focused,41881.77,52180.68,18135.85,42788.89,531547.95
Focused,9045.25,31860.30,11627.41,37043.72,363111.82
Focused,8301.80,16533.06,12614.21,31738.71,379818.71
Focused,33877.60,20037.33,5133.84,13826.14,377743.04
Focused,10350.89,8523.73,8850.95,34472.85,390337.59
Focused,12906.55,18304.64,8040.79,27257.42,300650.21
Focused,10534.62,12797.17,10489.85,36821.90,379111.93
Focused,37504.20,84055.05,47970.86,52978.44,504122.08
Focused,5406.07,12392.49,9999.95,20604.17,131537.42
Focused,871.93,299.38,101.91,86.92,41.00
Focused,31760.83,19541.51,10532.09,11016.29,129286.18
Focused,5051.32,10567.47,5261.28,25328.96,241320.02
Focused,31347.94,15044.00,6637.48,16071.35,361899.92
Focused,59144.86,32306.94,12494.72,15162.50,287899.66
Focused,8739.75,8011.29,5857.67,13243.48,342116.05
Focused,9947.36,8590.73,3521.46,14212.58,396952.91
Focused,16412.74,12218.86,9567.14,10538.08,406268.65
Focused,6022.23,6451.99,5191.68,10601.55,401193.91
Focused,21651.61,23569.53,6236.79,18687.60,341001.88
Focused,17143.68,12627.51,5184.58,10296.49,377276.64
Focused,23531.12,20476.58,13621.44,29254.23,214033.50
Focused,23540.83,33062.99,15588.70,33608.00,215766.11
Focused,19410.98,23492.31,21792.16,39494.26,324690.76
Focused,7258.67,17029.97,7615.13,17951.83,148530.15
Focused,30767.32,19308.33,9883.65,19441.11,192236.32
Focused,10501.11,12222.18,3876.60,9805.82,26350.36
Focused,16722.06,11459.37,19277.12,32583.41,140595.10
Focused,17884.92,15110.22,11898.86,37203.75,190017.07
Focused,16317.43,18809.05,17892.00,26331.09,164764.77
Focused,6611.09,8736.09,6968.05,16532.96,68207.27
Focused,22446.95,15085.25,10991.19,32352.07,132778.00
Focused,28027.50,34929.82,20585.37,49234.37,149509.80
Focused,13778.91,19297.81,10977.54,25491.95,146327.60
Focused,6305.84,9393.95,6011.35,15526.05,83580.67
Focused,14048.66,13892.83,8804.58,23689.80,92486.86
Focused,6636.11,8071.85,6733.00,25508.13,103385.24
Focused,43190.54,15511.65,16100.72,52593.19,165543.48
Focused,17136.96,27131.17,13253.17,40728.30,176827.50
Focused,7767.43,27053.77,18518.92,41786.64,183933.07
Focused,5660.75,17285.70,17652.62,57104.94,179918.44
Focused,13521.38,32307.67,28181.42,70033.14,234957.22
Focused,9666.27,28737.31,13902.23,16891.36,136356.62
Focused,20759.58,23625.98,11907.38,22627.46,129564.14
Focused,24872.94,38342.44,13094.64,24656.73,123922.91
Focused,10741.17,8177.14,9461.76,21642.43,104568.92
Focused,9704.89,10809.82,6797.49,15389.50,64563.14
Focused,6699.79,13075.44,17362.83,58771.01,186123.46
Focused,41024.04,26679.68,23332.55,52101.69,180039.50
Focused,42232.77,27903.17,16087.65,33291.86,93829.42
Focused,17519.99,17294.46,21324.38,43696.02,145501.44
Focused,37095.57,41933.72,37085.46,56720.31,163358.10
Focused,27693.99,25390.70,15199.46,42046.30,174365.88
Focused,40016.46,33901.02,16593.05,28945.01,93288.83
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,93403.79,60924.53,26994.48,25198.58,56556.70
Focused,10273.76,8568.72,6986.03,17141.06,62288.86
Focused,6936.32,10615.87,16709.88,35535.81,158105.57
Focused,13640.80,12448.57,16630.53,27556.33,197149.77
Focused,3521.10,4850.95,9315.86,36203.80,183728.94
Focused,10125.21,10933.20,13305.21,36463.77,175736.04
Focused,8039.24,13980.97,15442.24,31513.15,161514.37
Focused,11469.96,11415.28,10240.78,17556.33,259202.20
Focused,3319.08,6976.12,7110.98,14567.22,205857.97
Focused,5386.50,4226.70,5485.65,15939.45,207127.92
Focused,6751.47,12565.60,7287.12,26899.28,279778.25
Focused,9391.80,6836.25,6459.77,21795.33,232623.43
Focused,7447.45,9792.73,11325.71,26312.28,276395.74
Focused,2721.41,6938.25,12825.48,34405.24,297731.16
Focused,5313.98,6411.48,9032.74,16649.96,277292.08
Focused,2559.68,9611.40,5764.67,25071.28,288889.45
Focused,22754.97,22235.89,11781.43,53375.18,174286.90
Focused,5627.88,9271.20,8322.31,16192.95,86780.21
Focused,9819.98,13183.51,7405.14,15390.59,253130.83
Focused,8198.77,4979.82,6880.29,9981.52,222535.04
Focused,13685.42,8896.39,6829.91,22382.25,250049.69
Focused,10669.42,9806.55,7405.09,15278.09,114125.83
Focused,12970.49,24147.78,12833.65,16928.16,103100.00
Focused,5919.89,6163.32,11461.94,18498.63,191295.08
Focused,9204.92,12243.95,6312.93,18309.61,177533.93
Focused,9098.27,7859.80,6935.38,15392.25,173072.99
Focused,23902.97,17148.38,10900.93,16392.76,167320.33
Focused,18845.03,12529.30,5863.34,12790.25,159436.02
Focused,5708.38,8114.63,8630.15,17063.35,183327.28
Focused,33139.31,24939.68,14349.95,29518.25,214612.57
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,59017.39,28162.53,15803.54,19971.14,177731.37
Focused,8706.88,14285.27,8075.71,20029.56,176877.07
Focused,7152.31,11022.65,8805.78,17476.57,172016.60
Focused,6006.88,10520.87,5923.10,20229.96,178649.52
Focused,13289.85,15512.16,15026.73,30370.15,184523.75
Focused,9443.66,15877.13,9944.91,27096.66,165452.42
Focused,5038.83,5828.98,8141.79,16373.22,128689.74
Focused,94797.52,111564.17,72137.24,86298.15,153847.79
Focused,77924.27,25771.91,16728.32,27670.91,212975.92
Focused,7325.83,7846.81,10025.55,22241.07,193548.96
Focused,17425.83,21783.72,8338.78,26060.65,191333.64
Focused,15894.98,21703.22,10637.84,9472.51,111206.24
Focused,10514.77,8177.59,5067.00,15159.42,97538.72
Focused,9526.86,6032.81,19050.66,16208.41,71037.37
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,4501.81,10010.56,11364.00,19684.57,21984.55
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,0.00,0.00,0.00,0.00,0.00
Focused,90044.13,54229.74,17902.23,14032.15,280466.90
Focused,11442.39,19105.75,19204.66,44723.85,258076.58
Focused,12650.77,14086.76,6537.55,22020.64,268758.34
Focused,132565.47,88606.23,34953.80,57037.46,357149.63
Focused,8924.80,6814.45,6882.88,10707.73,256411.14
Focused,10481.09,9243.24,5214.09,9906.12,263645.64
Focused,14182.91,8197.67,5341.41,16383.51,260263.31
Focused,9930.46,8249.22,9961.06,19372.90,277114.23
Focused,7447.61,13541.61,9332.68,10356.59,269049.62
Focused,17286.70,16205.60,10306.51,14430.17,269140.86
Focused,87186.27,150263.10,94872.50,121005.11,397105.50
Focused,27195.19,9901.76,7457.64,12720.68,261656.89
Focused,6027.00,7914.38,10985.65,15130.15,267340.14
Focused,6731.66,14009.43,6362.68,13705.90,263736.34
Focused,5751.70,6465.20,6941.33,19369.27,251702.05
Focused,11721.20,12727.72,6844.73,18873.80,299907.28
Focused,22100.27,34908.30,16981.78,24253.80,291444.87
Focused,16341.64,22292.93,13545.47,32414.41,38051.02
Focused,7663.37,12119.89,7264.00,13566.24,56927.40
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,871.93,299.38,101.91,86.92,41.00
Focused,138501.70,104149.29,69411.86,119084.65,154600.25
Focused,162186.46,128796.55,86623.68,140511.45,166969.05
Focused,871.93,299.38,101.91,86.92,41.00
Focused,29257.93,37569.70,20865.75,30756.98,252599.12
Focused,86883.71,146317.73,117792.98,110356.12,456624.11
Focused,99880.62,30738.20,50851.30,33105.57,258090.94
Focused,104993.57,214092.85,72531.49,151272.87,465409.28
Focused,23028.65,57087.74,45971.69,35958.05,369066.90
Focused,140555.70,95323.55,61781.84,55828.59,367257.29
Focused,28382.52,20352.98,17063.68,12228.76,187603.55
Focused,409.67,661.37,1092.37,3874.29,12181.40
Focused,65845.15,57207.39,38462.50,65424.03,104133.30
Focused,871.93,299.38,101.91,86.92,41.00
