State,Delta,Theta,Alpha,Beta,Gamma
Stressed,24587.13,46235.10,16355.38,14515.35,54663.75
Stressed,66176.82,53458.98,12114.24,13773.60,86053.46
Stressed,60558.13,67632.37,13913.62,25473.83,77878.90
Stressed,36389.74,43866.22,14729.68,29486.82,97243.35
Stressed,37412.27,38548.02,19850.41,17755.05,57423.61
Stressed,48595.01,28464.74,18646.74,14542.15,68776.11
Stressed,24475.48,37212.74,13399.83,14543.63,70728.32
Stressed,43244.00,32454.49,16937.14,24967.57,80592.70
Stressed,54617.34,40650.51,24797.02,35260.78,110512.81
Stressed,46431.50,41003.72,14660.11,12968.00,48872.90
Stressed,3084.49,4621.05,3054.36,5015.53,9606.19
Stressed,64334.85,36466.53,36166.94,46533.95,77815.94
Stressed,44867.83,23983.93,16192.63,12602.08,73224.54
Stressed,70718.01,52089.44,28704.17,45941.00,153814.79
Stressed,187623.20,144523.70,71680.38,88668.45,106991.85
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,840.26,245.44,78.78,208.70,831.55
Stressed,25064.83,18102.61,15406.30,16810.99,84708.64
Stressed,33761.87,20306.66,10238.98,16729.12,90219.92
Stressed,15609.83,17755.36,12281.14,11067.20,78775.96
Stressed,17244.01,10433.81,5118.08,13744.01,64801.14
Stressed,15370.01,13644.93,9205.69,20030.03,77806.57
Stressed,23816.81,19843.32,16113.58,14179.48,73979.84
Stressed,18771.94,23728.00,11235.57,13481.23,77386.28
Stressed,15541.40,6895.87,8675.22,16681.81,74565.09
Stressed,34335.07,19129.09,8434.69,17804.59,64125.08
Stressed,25669.40,33308.42,17334.99,28110.89,78287.74
Stressed,32164.67,25274.51,11843.85,24228.32,93389.56
Stressed,30747.79,47981.48,29301.59,23942.93,90777.62
Stressed,24565.85,19474.00,6432.91,28678.28,87466.87
Stressed,21302.21,13413.19,4648.14,23657.01,82780.82
Stressed,28838.78,21856.65,14039.63,14377.49,75983.37
Stressed,22627.36,11558.00,10317.43,17218.38,70970.69
Stressed,13603.30,13127.94,14712.57,20938.96,66074.49
Stressed,26456.24,20818.33,18612.79,21133.04,79276.90
Stressed,69264.93,48266.57,36465.15,45568.05,129332.56
Stressed,71160.57,46791.43,27581.51,36091.21,119108.36
Stressed,5922.06,37503.33,17270.50,29930.27,111195.31
Stressed,18626.02,12232.66,7107.55,21802.72,99690.86
Stressed,15869.28,6690.44,7791.27,30135.78,91111.36
Stressed,20199.29,9141.25,5330.01,23661.75,97678.81
Stressed,27679.55,18875.32,9691.81,40535.39,117731.04
Stressed,6611.20,9395.45,7029.29,25615.10,83297.29
Stressed,10723.42,11094.88,5451.70,20316.42,85647.58
Stressed,8906.49,10083.33,10057.19,40958.50,102730.12
Stressed,5730.51,13728.02,9062.87,19908.79,83544.43
Stressed,7965.90,8357.25,6678.05,30877.12,87437.06
Stressed,23800.70,14841.64,6937.15,30026.34,91473.98
Stressed,33569.95,17080.41,14848.28,28017.01,76526.72
Stressed,39241.04,29862.70,32459.34,33144.82,87686.68
Stressed,14904.97,17174.54,10522.88,25886.75,87076.19
Stressed,79726.09,49951.28,16919.70,37483.78,112937.09
Stressed,70014.22,150860.40,130107.78,175191.33,194794.35
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,871.93,299.38,101.91,86.92,41.00
Stressed,20678.66,14966.05,10015.35,11077.83,40228.02
Stressed,21978.69,25592.90,16208.33,34842.92,108610.88
Stressed,10112.48,10940.74,8461.38,31362.03,85004.60
Stressed,11263.44,8584.07,7314.11,32772.22,88769.12
Stressed,12652.70,13128.22,6398.82,22732.17,83615.42
Stressed,14910.33,10947.79,12467.53,31082.37,96988.83
Stressed,21314.00,20291.70,11369.99,29062.94,90057.09
Stressed,14073.64,20664.00,12278.84,28386.99,93429.18
Stressed,17404.56,10679.79,8901.81,25259.26,100719.74
Stressed,27514.29,26440.52,6827.76,29769.60,104247.60
Stressed,17330.90,21514.05,11788.66,26534.68,101062.33
Stressed,21973.01,12747.94,10406.34,22420.75,81742.73
Stressed,20152.51,10665.60,20418.66,42567.41,106447.33
Stressed,16173.63,7830.18,4194.63,16673.71,90042.90
Stressed,21858.62,19425.90,12512.74,13296.31,79493.26
Stressed,21943.31,40718.63,22054.05,32560.93,94765.54
Stressed,34232.20,32324.54,11913.67,26517.07,94910.94
Stressed,31948.38,19795.07,10223.63,32639.76,108231.88
Stressed,17257.42,13279.05,15066.38,31025.85,76871.20
Stressed,25707.02,22894.19,10489.07,41023.59,83741.71
Stressed,21040.06,8524.85,7539.81,27677.46,99392.40
Stressed,32280.16,22355.57,10479.63,21742.22,86285.44
Stressed,23108.96,9550.22,10734.87,36130.00,109437.78
Stressed,39627.49,26267.60,14294.60,25890.38,100455.71
Stressed,26275.08,24134.68,13288.41,27751.80,88957.92
Stressed,21969.40,34444.15,9795.69,23301.76,78514.06
Stressed,17087.67,15644.85,14286.56,23705.05,88722.46
Stressed,19174.94,19698.16,8891.41,22861.71,90709.34
Stressed,31960.56,21297.71,13074.90,26828.08,91459.90
Stressed,25559.29,10863.56,15583.88,33568.36,102349.95
Stressed,20824.23,20446.15,5236.14,26217.32,88326.01
Stressed,11107.24,16529.39,15848.27,29380.66,94831.31
Stressed,22139.02,9357.29,16837.20,27935.04,92496.67
Stressed,15833.72,24089.32,19272.46,24180.98,81893.45
Stressed,32453.09,15632.13,10231.45,25331.02,86847.19
Stressed,20297.44,10462.97,11588.87,37250.68,102778.74
Stressed,41666.69,26324.43,7759.92,29717.93,113072.71
Stressed,15856.94,23023.12,8561.60,39478.60,120681.18
Stressed,13636.59,12525.91,11226.91,31002.18,120066.91
Stressed,16377.21,13790.81,8213.14,30071.08,109677.25
Stressed,36967.89,34049.82,11056.44,29540.26,118613.17
Stressed,28251.22,19731.58,16004.36,39014.03,104374.41
Stressed,18670.33,15976.34,7790.10,26172.74,99156.60
Stressed,17977.95,21908.78,8883.74,21031.37,92136.99
Stressed,28316.80,26616.58,20173.68,27742.18,107623.38
Stressed,26450.47,26954.22,15368.18,30390.71,100139.56
Stressed,28401.15,24926.60,18891.62,35292.15,127923.59
Stressed,36817.75,9022.38,18126.34,32197.75,119161.72
Stressed,29803.56,15743.12,11127.55,28498.40,129129.96
Stressed,21764.98,28979.57,7301.33,41208.13,130425.09
Stressed,29997.56,19315.93,10271.71,23364.20,109991.66
Stressed,11312.95,7059.43,6344.47,27905.88,108322.15
Stressed,20402.19,12441.93,11025.81,27057.76,127452.92
Stressed,14455.17,20257.17,9577.92,24758.99,106831.11
Stressed,17870.62,19765.60,11514.54,30874.85,122012.13
Stressed,23752.15,17115.96,11530.17,32190.10,123588.02
Stressed,18005.50,16335.51,8411.07,31984.59,121663.07
Stressed,24858.02,11805.31,13892.47,25209.12,107645.59
Stressed,19436.61,18811.91,12202.86,30625.48,120667.42
Stressed,15286.78,19631.93,10982.05,24375.70,107592.81
Stressed,19169.22,15073.72,13588.37,49726.93,134178.94
Stressed,12846.83,12771.54,14643.61,23727.28,94812.28
Stressed,26230.64,9648.23,5670.45,24071.19,102214.38
Stressed,21850.67,24069.17,15030.65,23087.47,98893.78
Stressed,132133.30,25203.68,13280.65,25684.84,106270.30
Stressed,23938.86,15499.30,11680.06,35477.75,130461.54
Stressed,16170.26,24120.90,10442.99,48081.32,138424.22
Stressed,22606.47,20436.41,15628.72,38338.66,127881.53
Stressed,19372.92,10088.86,11671.89,31414.88,138201.27
Focused,21755.90,64907.85,55516.36,71792.01,155790.99
Focused,25172.15,15100.10,11435.68,33101.96,160072.43
Focused,26281.10,17043.73,14096.47,43055.86,125785.10
Focused,21987.59,21980.08,18234.73,52031.40,136271.77
Focused,21722.07,21599.06,27850.71,55068.10,175970.46
Focused,20582.32,31183.74,16928.36,50635.57,175915.50
Focused,41501.78,40150.27,18403.41,50022.98,169361.15
Focused,52095.22,38286.87,37689.69,58282.60,152768.11
Focused,26977.52,20634.50,12045.68,41655.00,150954.09
Focused,44064.93,20489.09,9905.02,43210.95,157333.26
Focused,18308.17,8963.74,7349.16,55373.11,142579.38
Focused,22954.11,24369.53,14756.85,39407.87,144155.03
Focused,42495.95,30497.56,32520.79,49850.53,138106.86
Focused,49826.96,44415.35,24830.50,53254.91,159490.20
Focused,53040.10,31844.77,17337.16,75591.64,173747.11
Focused,33415.79,20642.14,10272.89,49434.88,130506.53
Focused,80979.38,32686.45,17179.71,61626.36,175147.89
Focused,33231.64,21139.31,13063.19,72294.74,120521.43
Focused,138829.72,89886.76,33415.32,49010.54,112753.05
Focused,21203.14,24351.60,13382.19,44845.58,120565.23
Focused,39776.96,32516.99,8166.72,48730.67,120917.63
Focused,23569.78,25659.84,9570.59,43966.60,104208.40
Focused,28129.77,20575.61,6919.57,15623.73,121131.65
Focused,37839.48,31111.42,13565.68,25596.75,116106.61
Focused,38991.03,41014.37,18374.78,47371.26,108137.39
Focused,37730.11,34852.94,22753.05,65240.65,112581.77
Focused,26145.50,25669.34,13214.06,41736.50,100563.74
Focused,27476.61,23107.29,9344.85,17365.93,94758.99
Focused,14985.97,21536.65,7785.46,18331.36,71288.68
Focused,95375.90,87623.10,59064.65,94073.13,200086.60
Focused,871.93,299.38,101.91,86.92,41.00
Focused,49238.63,32363.95,10015.60,14563.80,72110.84
Focused,78745.49,64346.77,11326.78,36422.11,138435.61
Focused,55344.04,46398.86,14861.57,26860.32,126052.78
Focused,47949.07,28782.14,10555.91,42662.80,124488.15
Focused,58231.12,36149.72,11315.65,15293.88,53982.62
Focused,48464.00,35098.02,15411.21,23473.04,78351.64
Focused,39981.80,36403.30,16440.95,30614.67,85038.65
Focused,59100.45,50640.23,18126.38,26598.26,95590.64
Focused,45175.38,22250.59,15246.78,21621.11,88099.20
Focused,81907.32,59387.18,27762.03,23486.37,77159.41
Focused,38897.07,36070.22,9450.91,18287.12,81278.72
Focused,52687.90,29244.79,7560.13,14165.04,55277.31
Focused,58844.26,33209.58,23712.94,28386.19,95395.99
Focused,56545.61,15807.07,16106.77,17288.79,90997.05
Focused,62840.46,39420.43,12352.51,17493.00,73391.88
Focused,31081.10,28083.39,49452.38,58415.60,110321.85
Focused,30702.29,40066.25,30044.64,37884.38,78050.75
Focused,51831.08,41227.58,19505.45,22595.83,72064.44
Focused,44145.11,39795.55,18687.90,17683.39,83530.14
Focused,59159.63,36913.34,9583.71,21822.34,63888.18
Focused,57873.38,40494.53,32718.39,35298.23,87081.13
Focused,46095.29,25999.71,7974.95,16473.99,64408.34
Focused,39837.35,25817.96,25733.14,47534.66,97736.18
Focused,39908.77,44939.27,17489.93,25637.60,64185.40
Focused,21940.65,22514.41,14079.05,18745.41,79323.93
Focused,42805.35,24201.84,10805.31,16293.90,64932.74
Focused,36783.98,25833.27,12124.11,21474.75,74797.85
Focused,42117.51,26206.97,23965.45,29570.22,74597.81
Focused,49817.96,40594.37,17137.53,32084.67,74474.10
Focused,30475.85,37486.96,10412.16,21245.88,83825.05
Focused,39196.02,20662.50,12447.95,21214.98,66356.25
Focused,29298.72,16907.81,12552.71,28917.73,72167.80
Focused,33423.08,21091.57,10174.91,28666.06,63647.44
Focused,38093.00,21930.09,14765.79,30130.58,83106.76
Focused,30719.68,25350.34,10285.47,28289.44,62649.14
Focused,26688.35,19000.39,14580.98,19292.73,64539.66
Focused,35853.97,20694.75,3810.53,16098.23,59357.57
Focused,25795.98,23856.97,10215.51,19268.21,72214.78
Focused,38359.21,11589.50,15797.80,18251.73,70102.14
Focused,21743.12,10672.45,4592.92,11832.16,63923.80
Focused,29634.93,23750.86,9708.01,21381.40,67230.29
Focused,46656.54,31969.97,10440.48,17756.84,61401.40
Focused,19946.52,11489.32,5398.01,16007.61,62651.20
Focused,23291.58,23288.68,11280.82,19732.57,58081.79
Focused,19872.43,10912.64,5943.44,13409.88,54498.36
Focused,47908.19,43205.92,11481.07,16384.78,65575.24
Focused,19586.20,12028.07,8963.45,18085.18,70901.22
Focused,37618.75,14774.79,18328.58,27451.96,65221.22
Focused,22816.94,31584.70,14560.64,30582.87,64313.78
Focused,22909.64,13215.55,5581.10,12775.99,61080.41
Focused,21601.65,10437.76,6615.46,18149.14,64828.48
Focused,31303.58,32355.93,15500.67,11915.99,66999.85
Focused,33740.96,16548.95,10501.54,15867.75,64818.32
Focused,30436.73,23024.84,7357.73,18290.40,80576.59
Focused,12713.70,13426.76,5762.81,24466.47,65026.45
Focused,43845.41,34320.04,11228.92,16099.49,64155.60
Focused,27708.95,24939.59,10906.29,16133.47,62091.14
Focused,27240.31,21588.29,13204.64,10639.82,53694.84
Focused,29285.75,35709.46,9584.20,14666.75,67926.41
Focused,25043.73,11116.75,7939.67,14939.91,56709.02
Focused,30947.81,28660.65,6310.16,15564.76,64266.57
Focused,31036.71,16841.09,14777.23,15174.96,59115.87
Focused,46776.51,51477.20,37636.29,33067.42,217713.09
Focused,19993.13,28289.09,14839.97,21068.31,58259.75
Focused,22789.47,21273.03,14037.24,26290.88,77095.66
Focused,49124.00,51731.78,21861.70,44828.25,157627.02
Focused,30456.08,21831.39,12919.87,15549.32,62689.70
Focused,39862.65,46316.88,18273.70,32130.73,84029.69
Focused,24526.31,28724.05,12898.51,14419.37,65174.13
Focused,49508.75,18444.44,7607.50,23032.86,71557.00
Focused,64871.88,30238.74,16247.40,34753.14,99388.85
Focused,47182.57,25406.49,16102.08,21083.44,99167.69
Focused,20214.22,33062.39,12195.99,19803.68,73276.75
Focused,21992.47,40863.87,20865.42,24381.19,66724.65
Focused,22077.08,21067.31,12010.52,17017.99,82659.11
Focused,36220.05,19008.99,11174.28,14179.15,74606.26
Focused,38229.12,16301.16,7834.64,16322.12,66330.30
Focused,21674.02,10176.10,5982.81,16428.30,59422.24
Focused,32302.14,31602.77,14938.08,24810.33,64193.04
Focused,16086.85,19855.82,6734.56,18525.80,64881.56
Focused,42341.22,21698.74,11755.02,15325.04,61840.64
Focused,33059.48,31045.00,11286.59,17992.11,68578.42
Focused,35625.99,19166.17,8819.18,13609.20,52783.31
Focused,17712.11,15535.25,10853.77,22297.64,64815.57
Focused,40577.04,38170.53,11811.92,23247.57,74736.02
Focused,30203.21,22661.38,11189.74,16245.93,60860.98
Focused,20355.57,14647.04,10172.60,22422.44,63114.08
Focused,40850.58,28187.14,16477.39,30163.50,74868.98
Focused,47695.61,30440.61,15770.84,28397.60,68418.55
Focused,23278.28,13360.42,7800.59,18565.02,54191.32
Focused,16155.15,17945.88,16846.04,19517.81,59274.20
Focused,36455.21,20218.63,10065.81,16393.03,60195.01
Focused,17236.73,14718.72,11844.46,19214.30,62285.78
Focused,39117.60,21552.58,13916.57,15573.05,58221.14
Focused,26674.03,14939.55,6888.49,13469.56,58206.61
Focused,23955.23,25149.27,11069.85,17446.97,69457.44
Focused,39513.38,25723.50,6289.73,15329.22,58617.32
Focused,20943.78,7562.96,7583.16,15105.48,54837.44
Focused,51814.16,27467.08,19046.45,22721.08,66476.57
Focused,26820.69,20208.06,9926.24,25001.28,64868.06
Focused,24954.42,16147.34,6741.71,14437.19,63678.06
Focused,22628.26,13193.82,8438.53,20735.93,59029.45
Focused,37469.87,12941.80,9859.95,12514.52,58950.95
Focused,25792.64,15415.47,5259.45,10539.88,52944.65
Focused,30658.04,16311.79,8170.67,18256.91,56722.83
Focused,20277.91,24040.60,22513.71,24605.35,58615.18
Focused,38598.66,14918.19,14611.41,17718.31,53591.67
Focused,25953.48,17378.12,11288.88,17262.55,70115.19
Focused,29736.94,21360.03,8714.64,19510.68,57128.23
Focused,26602.18,28399.43,15620.03,24387.14,75634.43
Focused,37321.69,28762.86,10547.01,15879.59,68743.87
Focused,26924.51,16392.28,13764.16,17905.07,62688.11
Focused,33553.75,27716.96,22929.15,36229.70,72002.30
Focused,29470.49,9721.75,8689.81,18033.29,61543.98
Focused,33152.10,19487.71,7207.25,21004.97,60715.06
Focused,36182.18,33441.18,17381.27,37357.20,90580.11
Focused,38756.53,28531.79,10280.00,17253.19,66737.38
Focused,21569.29,17529.09,7193.21,15205.46,73061.07
Focused,47087.46,29226.56,7886.35,21462.69,68363.25
Focused,15676.06,21452.38,10560.17,20316.20,60656.05
Focused,36410.15,22486.68,6706.37,12367.52,58905.50
Focused,22391.32,10841.06,9023.40,15247.66,63009.18
Focused,31254.95,22835.23,11583.57,13108.50,58165.40
Focused,18027.79,16262.06,7338.48,12893.04,58130.55
Focused,46502.07,34826.30,13927.22,20658.65,75208.68
Focused,22971.59,18247.00,6964.60,19520.67,63342.69
Focused,25024.43,20841.52,5162.87,17140.87,75987.82
Focused,17412.14,33806.95,10499.68,18257.49,63833.08
Focused,23306.20,12743.62,8457.97,13880.49,71631.75
Focused,35843.75,28229.48,16147.22,19340.83,74644.04
Focused,46458.56,35560.37,12795.85,19982.25,60333.71
Focused,18547.79,16275.67,11621.17,17673.94,65790.98
Focused,21684.16,27960.13,11304.89,13798.69,65017.04
Focused,22999.11,5931.75,11240.47,19058.68,62195.20
Focused,30382.85,18378.64,6852.57,15849.66,67168.21
Focused,45669.90,31574.55,20308.11,21288.04,68462.59
Focused,43112.72,20481.82,9975.62,15771.22,55931.06
Focused,26003.36,14196.53,7434.65,18427.45,65063.39
Focused,67120.13,52988.00,29560.95,23089.75,63873.61
Focused,24462.70,16373.64,14663.26,14497.58,66421.25
Focused,17231.48,20833.06,7923.28,14102.30,56515.59
Focused,20522.23,17177.68,13024.42,11549.51,62407.81
Focused,44870.67,21194.45,8816.04,15609.44,75986.40
Focused,24359.20,15842.72,12086.39,11945.96,60461.14
Focused,25358.14,12427.93,8860.27,10521.89,52901.91
Focused,39710.85,23607.56,11403.16,18446.82,63631.12
Focused,19624.17,25013.46,15650.64,16397.34,68938.73
Focused,33729.53,25056.67,12881.68,11287.96,56193.86
Focused,17981.58,23679.19,17223.32,14861.26,63267.10
Focused,22764.86,18437.91,9862.85,17095.26,71531.35
Focused,40372.82,19759.79,9485.31,15414.81,63373.86
Focused,24127.10,21616.43,23894.17,23388.45,67186.86
Focused,25302.71,10965.81,15995.37,16304.30,63822.07
Focused,19815.21,27698.11,31840.74,41114.04,62450.42
Focused,28660.12,20538.56,6720.33,13178.76,59613.27
Focused,21367.90,23352.72,12314.94,17741.38,56886.00
Focused,21614.04,20848.27,12993.01,26391.51,71941.43
Focused,26415.28,20198.75,9407.55,19181.76,59769.67
Focused,11510.75,18284.63,17485.41,27435.69,62376.80
Focused,17317.95,20909.27,12184.51,17471.79,71365.13
Focused,20085.71,11616.69,8894.61,15041.41,55235.63
Focused,15777.09,26439.29,9461.49,13860.85,57959.74
Focused,43655.23,42096.33,13369.97,18517.29,75952.79
Focused,19251.75,27319.34,10356.14,17155.05,64798.36
Focused,28117.73,13801.26,9923.38,21229.48,70954.52
Focused,31479.06,33439.55,21878.71,18721.73,68435.01
Focused,17287.78,16479.30,9766.76,12228.06,54029.93
Focused,22858.31,23049.76,12570.82,16940.55,53988.89
Focused,15255.01,6814.76,7421.03,10563.76,58492.65
Focused,27023.51,16682.31,11028.48,14656.00,63309.64
Focused,38512.35,22917.10,17286.89,32951.76,70922.76
Focused,39008.93,28037.80,13241.66,21026.83,58432.44
Focused,20513.37,24622.13,24140.06,20390.53,73929.77
Focused,25741.36,10426.82,13349.75,20611.11,63677.16
Focused,24025.42,29992.91,16862.87,30296.50,68989.71
Focused,22846.29,24321.35,13363.89,24307.07,68704.27
Focused,24062.19,33739.58,28898.95,37322.25,83092.51
Focused,25010.68,15166.37,8132.93,22889.76,65429.41
Focused,16313.19,22979.62,10996.49,17162.66,63349.58
Focused,16925.53,15359.83,26703.32,22986.98,60529.15
Focused,26058.60,29508.18,6732.48,21116.48,103426.13
Focused,31564.69,16788.76,13806.78,16234.39,69356.80
Focused,41657.54,38092.17,16656.37,15607.90,93768.04
Focused,43018.51,46798.17,10643.38,22294.33,107232.15
Focused,20328.30,19696.83,12036.21,24385.31,84720.61
Focused,37600.17,29944.44,7509.73,22721.87,102136.87
Focused,47295.11,40793.70,12187.30,23083.77,79355.19
Focused,44619.92,26639.26,11966.55,23532.60,85349.85
Focused,44198.48,32778.28,11905.53,20430.69,96823.28
Focused,36182.83,34401.70,11851.85,24230.27,102029.18
Focused,35023.13,22586.10,14516.85,24390.30,99605.39
Focused,39203.82,23983.49,12483.20,16775.49,82251.79
Focused,47178.34,33391.87,23419.33,25627.99,100952.40
Focused,22842.53,35380.38,12966.49,31759.18,120900.96
Focused,17177.10,8914.14,8142.66,14631.97,73544.25
Focused,15612.36,22579.48,15439.23,17681.58,80046.59
Focused,27081.05,16837.61,7247.91,10435.44,79708.88
Focused,18055.27,14463.62,7502.81,22749.80,101018.05
Focused,21529.11,15170.59,8883.13,19693.80,90949.87
Focused,8140.63,13296.08,9770.98,28924.57,87201.12
Focused,33119.30,45892.79,17040.19,20418.30,92576.46
Focused,11538.68,23263.12,15217.09,21111.71,80850.79
Focused,18090.98,16386.76,17245.44,19699.10,82169.20
Focused,35172.22,39175.37,19377.21,18608.05,89346.97
Focused,15096.29,10882.56,11433.86,17582.31,86769.62
Focused,21825.52,27625.91,9397.29,26743.62,77790.42
Focused,23236.83,26164.32,8517.85,16573.24,97975.77
Focused,21176.37,27856.87,13206.80,18484.79,73756.67
Focused,14336.79,35998.00,8190.85,27076.47,84519.59
Focused,23989.44,23957.09,15685.50,32081.13,83345.64
Focused,47108.75,23439.58,15282.68,24430.67,107266.69
Focused,24806.81,22950.72,19657.88,18320.75,92510.64
Focused,22129.71,9816.91,11618.77,19024.42,90291.96
Focused,23469.73,15351.03,11756.30,16369.94,77930.74
Focused,21003.10,13087.31,10707.59,13806.49,80103.05
Focused,16706.38,16383.93,11357.81,11539.86,85527.85
Focused,18309.82,9098.78,6896.03,42349.21,120638.32
Focused,28290.95,18001.45,12831.37,20753.02,86326.82
Focused,21710.09,20488.90,3162.37,15420.69,86033.89
Focused,8203.00,12167.95,12678.36,15887.18,73861.13
Focused,21801.90,14731.32,13402.33,15022.84,70671.57
